time,open,high,low,close,volume
2022-01-14,4.2,4.7,4.2,4.2,125400
2022-01-17,4.3,4.3,4.3,4.3,0
2022-01-18,4.3,4.3,4.3,4.3,0
2022-01-19,4.3,4.3,4.3,4.3,0
2022-01-20,4.3,4.3,4.3,4.3,0
2022-01-21,4.7,4.8,3.7,4.0,37700
2022-01-24,4.3,4.3,4.3,4.3,0
2022-01-25,4.3,4.3,4.3,4.3,0
2022-01-26,4.3,4.3,4.3,4.3,0
2022-01-27,4.3,4.3,4.3,4.3,0
2022-01-28,4.3,4.7,3.7,3.8,14700
2022-02-07,3.9,3.9,3.9,3.9,0
2022-02-08,3.9,3.9,3.9,3.9,0
2022-02-09,3.9,3.9,3.9,3.9,0
2022-02-10,3.9,3.9,3.9,3.9,0
2022-02-11,3.6,3.8,3.4,3.4,41410
2022-02-14,3.4,3.4,3.4,3.4,0
2022-02-15,3.4,3.4,3.4,3.4,0
2022-02-16,3.4,3.4,3.4,3.4,0
2022-02-17,3.4,3.4,3.4,3.4,0
2022-02-18,3.0,3.3,2.9,3.1,47100
2022-02-21,3.1,3.1,3.1,3.1,0
2022-02-22,3.1,3.1,3.1,3.1,0
2022-02-23,3.1,3.1,3.1,3.1,0
2022-02-24,3.1,3.1,3.1,3.1,0
2022-02-25,3.4,3.4,2.9,3.4,78410
2022-02-28,3.1,3.1,3.1,3.1,0
2022-03-01,3.1,3.1,3.1,3.1,0
2022-03-02,3.1,3.1,3.1,3.1,0
2022-03-03,3.1,3.1,3.1,3.1,0
2022-03-04,2.8,3.2,2.7,3.0,110600
2022-03-07,2.8,2.8,2.8,2.8,0
2022-03-08,2.8,2.8,2.8,2.8,0
2022-03-09,2.8,2.8,2.8,2.8,0
2022-03-10,2.8,2.8,2.8,2.8,0
2022-03-11,2.8,3.0,2.5,2.7,79900
2022-03-14,2.7,2.7,2.7,2.7,0
2022-03-15,2.7,2.7,2.7,2.7,0
2022-03-16,2.7,2.7,2.7,2.7,0
2022-03-17,2.7,2.7,2.7,2.7,0
2022-03-18,2.7,2.8,2.5,2.7,55100
2022-03-21,2.7,2.7,2.7,2.7,0
2022-03-22,2.7,2.7,2.7,2.7,0
2022-03-23,2.7,2.7,2.7,2.7,0
2022-03-24,2.7,2.7,2.7,2.7,0
2022-03-25,2.7,2.8,2.6,2.8,36400
2022-03-28,2.7,2.7,2.7,2.7,0
2022-03-29,2.7,2.7,2.7,2.7,0
2022-03-30,2.7,2.7,2.7,2.7,0
2022-03-31,2.7,2.7,2.7,2.7,0
2022-04-01,2.4,3.1,2.4,3.0,160630
2022-04-04,3.0,3.0,3.0,3.0,0
2022-04-05,3.0,3.0,3.0,3.0,0
2022-04-06,3.0,3.0,3.0,3.0,0
2022-04-07,3.0,3.0,3.0,3.0,0
2022-04-08,3.0,3.1,2.7,3.0,41660
2022-04-12,2.9,2.9,2.9,2.9,0
2022-04-13,2.9,2.9,2.9,2.9,0
2022-04-14,2.9,2.9,2.9,2.9,0
2022-04-15,3.0,3.3,2.9,3.3,90900
2022-04-18,3.2,3.2,3.2,3.2,0
2022-04-19,3.2,3.2,3.2,3.2,0
2022-04-20,3.2,3.2,3.2,3.2,0
2022-04-21,3.2,3.2,3.2,3.2,0
2022-04-22,3.3,3.3,2.8,3.3,38100
2022-04-25,2.9,2.9,2.9,2.9,0
2022-04-26,2.9,2.9,2.9,2.9,0
2022-04-27,2.9,2.9,2.9,2.9,0
2022-04-28,2.9,2.9,2.9,2.9,0
2022-04-29,3.3,3.3,2.6,3.2,1500
2022-05-04,3.0,3.0,3.0,3.0,0
2022-05-05,3.0,3.0,3.0,3.0,0
2022-05-06,2.6,3.2,2.6,3.1,14300
2022-05-09,3.0,3.0,3.0,3.0,0
2022-05-10,3.0,3.0,3.0,3.0,0
2022-05-11,3.0,3.0,3.0,3.0,0
2022-05-12,3.0,3.0,3.0,3.0,0
2022-05-13,3.4,3.4,2.6,2.7,118100
2022-05-16,2.7,2.7,2.7,2.7,0
2022-05-17,2.7,2.7,2.7,2.7,0
2022-05-18,2.7,2.7,2.7,2.7,0
2022-05-19,2.7,2.7,2.7,2.7,0
2022-05-20,2.4,3.0,2.3,3.0,34100
2022-05-23,2.4,2.4,2.4,2.4,0
2022-05-24,2.4,2.4,2.4,2.4,0
2022-05-25,2.4,2.4,2.4,2.4,0
2022-05-26,2.4,2.4,2.4,2.4,0
2022-05-27,2.5,2.6,2.3,2.3,30500
2022-05-30,2.4,2.4,2.4,2.4,0
2022-05-31,2.4,2.4,2.4,2.4,0
2022-06-01,2.4,2.4,2.4,2.4,0
2022-06-02,2.4,2.4,2.4,2.4,0
2022-06-03,2.4,2.6,2.2,2.6,18700
2022-06-06,2.4,2.4,2.4,2.4,0
2022-06-07,2.4,2.4,2.4,2.4,0
2022-06-08,2.4,2.4,2.4,2.4,0
2022-06-09,2.4,2.4,2.4,2.4,0
2022-06-10,2.7,2.7,2.2,2.7,28200
2022-06-13,2.7,2.7,2.7,2.7,0
2022-06-14,2.7,2.7,2.7,2.7,0
2022-06-15,2.7,2.7,2.7,2.7,0
2022-06-16,2.7,2.7,2.7,2.7,0
2022-06-17,2.9,2.9,2.8,2.8,1300
2022-06-20,2.9,2.9,2.9,2.9,0
2022-06-21,2.9,2.9,2.9,2.9,0
2022-06-22,2.9,2.9,2.9,2.9,0
2022-06-23,2.9,2.9,2.9,2.9,0
2022-06-24,3.1,3.1,3.0,3.0,1200
2022-06-27,3.0,3.0,3.0,3.0,0
2022-06-28,3.0,3.0,3.0,3.0,0
2022-06-29,3.0,3.0,3.0,3.0,0
2022-06-30,3.0,3.0,3.0,3.0,0
2022-07-01,2.6,2.8,2.6,2.8,6800
2022-07-04,2.6,2.6,2.6,2.6,0
2022-07-05,2.6,2.6,2.6,2.6,0
2022-07-06,2.6,2.6,2.6,2.6,0
2022-07-07,2.6,2.6,2.6,2.6,0
2022-07-08,2.6,2.7,2.3,2.7,4900
2022-07-11,2.6,2.6,2.6,2.6,0
2022-07-12,2.6,2.6,2.6,2.6,0
2022-07-13,2.6,2.6,2.6,2.6,0
2022-07-14,2.6,2.6,2.6,2.6,0
2022-07-15,2.3,2.6,2.3,2.6,2600
2022-07-18,2.4,2.4,2.4,2.4,0
2022-07-19,2.4,2.4,2.4,2.4,0
2022-07-20,2.4,2.4,2.4,2.4,0
2022-07-21,2.4,2.4,2.4,2.4,0
2022-07-22,2.4,2.4,2.4,2.4,400
2022-07-25,2.4,2.4,2.4,2.4,0
2022-07-26,2.4,2.4,2.4,2.4,0
2022-07-27,2.4,2.4,2.4,2.4,0
2022-07-28,2.4,2.4,2.4,2.4,0
2022-07-29,2.4,2.7,2.2,2.7,1896
2022-08-01,2.6,2.6,2.6,2.6,0
2022-08-02,2.6,2.6,2.6,2.6,0
2022-08-03,2.6,2.6,2.6,2.6,0
2022-08-04,2.6,2.6,2.6,2.6,0
2022-08-05,2.3,2.8,2.3,2.8,1500
2022-08-08,2.6,2.6,2.6,2.6,0
2022-08-09,2.6,2.6,2.6,2.6,0
2022-08-10,2.6,2.6,2.6,2.6,0
2022-08-11,2.6,2.6,2.6,2.6,0
2022-08-12,2.7,2.7,2.3,2.6,1534
2022-08-15,2.4,2.4,2.4,2.4,0
2022-08-16,2.4,2.4,2.4,2.4,0
2022-08-17,2.4,2.4,2.4,2.4,0
2022-08-18,2.4,2.4,2.4,2.4,0
2022-08-19,2.4,2.6,2.2,2.2,1640
2022-08-22,2.3,2.3,2.3,2.3,0
2022-08-23,2.3,2.3,2.3,2.3,0
2022-08-24,2.3,2.3,2.3,2.3,0
2022-08-25,2.3,2.3,2.3,2.3,0
2022-08-26,2.2,2.3,2.1,2.1,6000
2022-08-29,2.3,2.3,2.3,2.3,0
2022-08-30,2.3,2.3,2.3,2.3,0
2022-08-31,2.3,2.3,2.3,2.3,0
2022-09-05,2.3,2.3,2.3,2.3,0
2022-09-06,2.3,2.3,2.3,2.3,0
2022-09-07,2.3,2.3,2.3,2.3,0
2022-09-08,2.3,2.3,2.3,2.3,0
2022-09-09,2.3,2.3,2.3,2.3,300
2022-09-12,2.3,2.3,2.3,2.3,0
2022-09-13,2.3,2.3,2.3,2.3,0
2022-09-14,2.3,2.3,2.3,2.3,0
2022-09-15,2.3,2.3,2.3,2.3,0
2022-09-16,2.2,2.2,2.2,2.2,200
2022-09-19,2.2,2.2,2.2,2.2,0
2022-09-20,2.2,2.2,2.2,2.2,0
2022-09-21,2.2,2.2,2.2,2.2,0
2022-09-22,2.2,2.2,2.2,2.2,0
2022-09-23,2.2,2.2,2.1,2.1,400
2022-09-26,2.1,2.1,2.1,2.1,0
2022-09-27,2.1,2.1,2.1,2.1,0
2022-09-28,2.1,2.1,2.1,2.1,0
2022-09-29,2.1,2.1,2.1,2.1,0
2022-09-30,2.0,2.0,2.0,2.0,100
2022-10-03,2.0,2.0,2.0,2.0,0
2022-10-04,2.0,2.0,2.0,2.0,0
2022-10-05,2.0,2.0,2.0,2.0,0
2022-10-06,2.0,2.0,2.0,2.0,0
2022-10-07,1.7,1.7,1.7,1.7,1200
2022-10-10,1.7,1.7,1.7,1.7,0
2022-10-11,1.7,1.7,1.7,1.7,0
2022-10-12,1.7,1.7,1.7,1.7,0
2022-10-13,1.7,1.7,1.7,1.7,0
2022-10-14,1.7,1.9,1.7,1.9,3800
2022-10-17,1.7,1.7,1.7,1.7,0
2022-10-18,1.7,1.7,1.7,1.7,0
2022-10-19,1.7,1.7,1.7,1.7,0
2022-10-20,1.7,1.7,1.7,1.7,0
2022-10-21,1.5,1.5,1.5,1.5,1200
2022-10-24,1.5,1.5,1.5,1.5,0
2022-10-25,1.5,1.5,1.5,1.5,0
2022-10-26,1.5,1.5,1.5,1.5,0
2022-10-27,1.5,1.5,1.5,1.5,0
2022-10-28,1.7,1.7,1.7,1.7,9602
2022-10-31,1.7,1.7,1.7,1.7,0
2022-11-01,1.7,1.7,1.7,1.7,0
2022-11-02,1.7,1.7,1.7,1.7,0
2022-11-03,1.7,1.7,1.7,1.7,0
2022-11-04,1.9,1.9,1.7,1.7,50700
2022-11-07,1.8,1.8,1.8,1.8,0
2022-11-08,1.8,1.8,1.8,1.8,0
2022-11-09,1.8,1.8,1.8,1.8,0
2022-11-10,1.8,1.8,1.8,1.8,0
2022-11-11,1.9,1.9,1.9,1.9,100
2022-11-14,1.9,1.9,1.9,1.9,0
2022-11-15,1.9,1.9,1.9,1.9,0
2022-11-16,1.9,1.9,1.9,1.9,0
2022-11-17,1.9,1.9,1.9,1.9,0
2022-11-18,1.9,2.0,1.9,2.0,48800
2022-11-21,1.9,1.9,1.9,1.9,0
2022-11-22,1.9,1.9,1.9,1.9,0
2022-11-23,1.9,1.9,1.9,1.9,0
2022-11-24,1.9,1.9,1.9,1.9,0
2022-11-25,1.9,1.9,1.9,1.9,50
2022-11-28,1.9,1.9,1.9,1.9,0
2022-11-29,1.9,1.9,1.9,1.9,0
2022-11-30,1.9,1.9,1.9,1.9,0
2022-12-01,1.9,1.9,1.9,1.9,0
2022-12-02,1.7,1.9,1.7,1.7,60100
2022-12-05,1.8,1.8,1.8,1.8,0
2022-12-06,1.8,1.8,1.8,1.8,0
2022-12-07,1.8,1.8,1.8,1.8,0
2022-12-08,1.8,1.8,1.8,1.8,0
2022-12-09,1.6,1.7,1.6,1.7,3884
2022-12-12,1.6,1.6,1.6,1.6,0
2022-12-13,1.6,1.6,1.6,1.6,0
2022-12-14,1.6,1.6,1.6,1.6,0
2022-12-15,1.6,1.6,1.6,1.6,0
2022-12-16,1.5,1.8,1.4,1.4,31800
2022-12-19,1.4,1.4,1.4,1.4,0
2022-12-20,1.4,1.4,1.4,1.4,0
2022-12-21,1.4,1.4,1.4,1.4,0
2022-12-22,1.4,1.4,1.4,1.4,0
2022-12-23,1.5,1.5,1.2,1.2,2900
2022-12-26,1.4,1.4,1.4,1.4,0
2022-12-27,1.4,1.4,1.4,1.4,0
2022-12-28,1.4,1.4,1.4,1.4,0
2022-12-29,1.4,1.4,1.4,1.4,0
2022-12-30,1.2,1.5,1.2,1.5,13500
2023-01-03,1.2,1.2,1.2,1.2,0
2023-01-04,1.2,1.2,1.2,1.2,0
2023-01-05,1.2,1.2,1.2,1.2,0
2023-01-06,1.3,1.3,1.3,1.3,23200
2023-01-09,1.3,1.3,1.3,1.3,0
2023-01-10,1.3,1.3,1.3,1.3,0
2023-01-11,1.3,1.3,1.3,1.3,0
2023-01-12,1.3,1.3,1.3,1.3,0
2023-01-13,1.4,1.4,1.4,1.4,1600
2023-01-16,1.4,1.4,1.4,1.4,0
2023-01-17,1.4,1.4,1.4,1.4,0
2023-01-18,1.4,1.4,1.4,1.4,0
2023-01-19,1.4,1.4,1.4,1.4,0
2023-01-27,1.6,1.6,1.5,1.5,68100
2023-01-30,1.6,1.6,1.6,1.6,0
2023-01-31,1.6,1.6,1.6,1.6,0
2023-02-01,1.6,1.6,1.6,1.6,0
2023-02-02,1.6,1.6,1.6,1.6,0
2023-02-03,1.6,1.6,1.6,1.6,0
2023-02-06,1.6,1.6,1.6,1.6,0
2023-02-07,1.6,1.6,1.6,1.6,0
2023-02-08,1.6,1.6,1.6,1.6,0
2023-02-09,1.6,1.6,1.6,1.6,0
2023-02-10,1.6,1.6,1.6,1.6,0
2023-02-13,1.6,1.6,1.6,1.6,0
2023-02-14,1.6,1.6,1.6,1.6,0
2023-02-15,1.6,1.6,1.6,1.6,0
2023-02-16,1.6,1.6,1.6,1.6,0
2023-02-17,1.5,1.5,1.4,1.4,1100
2023-02-20,1.4,1.4,1.4,1.4,0
2023-02-21,1.4,1.4,1.4,1.4,0
2023-02-22,1.4,1.4,1.4,1.4,0
2023-02-23,1.4,1.4,1.4,1.4,0
2023-02-24,1.2,1.4,1.2,1.4,200
2023-02-27,1.3,1.3,1.3,1.3,0
2023-02-28,1.3,1.3,1.3,1.3,0
2023-03-01,1.3,1.3,1.3,1.3,0
2023-03-02,1.3,1.3,1.3,1.3,0
2023-03-03,1.2,1.4,1.2,1.4,7700
2023-03-06,1.3,1.3,1.3,1.3,0
2023-03-07,1.3,1.3,1.3,1.3,0
2023-03-08,1.3,1.3,1.3,1.3,0
2023-03-09,1.3,1.3,1.3,1.3,0
2023-03-10,1.3,1.4,1.3,1.4,1150
2023-03-13,1.4,1.4,1.4,1.4,0
2023-03-14,1.4,1.4,1.4,1.4,0
2023-03-15,1.4,1.4,1.4,1.4,0
2023-03-16,1.4,1.4,1.4,1.4,0
2023-03-17,1.6,1.6,1.6,1.6,600
2023-03-20,1.6,1.6,1.6,1.6,0
2023-03-21,1.6,1.6,1.6,1.6,0
2023-03-22,1.6,1.6,1.6,1.6,0
2023-03-23,1.6,1.6,1.6,1.6,0
2023-03-24,1.8,1.8,1.8,1.8,5198
2023-03-27,1.8,1.8,1.8,1.8,0
2023-03-28,1.8,1.8,1.8,1.8,0
2023-03-29,1.8,1.8,1.8,1.8,0
2023-03-30,1.8,1.8,1.8,1.8,0
2023-03-31,1.7,1.7,1.7,1.7,100
2023-04-03,1.7,1.7,1.7,1.7,0
2023-04-04,1.7,1.7,1.7,1.7,0
2023-04-05,1.7,1.7,1.7,1.7,0
2023-04-06,1.7,1.7,1.7,1.7,0
2023-04-07,1.7,1.7,1.5,1.5,300
2023-04-10,1.6,1.6,1.6,1.6,0
2023-04-11,1.6,1.6,1.6,1.6,0
2023-04-12,1.6,1.6,1.6,1.6,0
2023-04-13,1.6,1.6,1.6,1.6,0
2023-04-14,1.6,1.8,1.6,1.7,550
2023-04-17,1.7,1.7,1.7,1.7,0
2023-04-18,1.7,1.7,1.7,1.7,0
2023-04-19,1.7,1.7,1.7,1.7,0
2023-04-20,1.7,1.7,1.7,1.7,0
2023-04-21,1.7,1.7,1.7,1.7,0
2023-04-24,1.7,1.7,1.7,1.7,0
2023-04-25,1.7,1.7,1.7,1.7,0
2023-04-26,1.7,1.7,1.7,1.7,0
2023-04-27,1.7,1.7,1.7,1.7,0
2023-04-28,1.7,1.7,1.7,1.7,0
2023-05-04,1.7,1.7,1.7,1.7,0
2023-05-05,1.7,1.7,1.7,1.7,0
2023-05-08,1.7,1.7,1.7,1.7,0
2023-05-09,1.7,1.7,1.7,1.7,0
2023-05-10,1.7,1.7,1.7,1.7,0
2023-05-11,1.7,1.7,1.7,1.7,0
2023-05-12,1.5,1.5,1.5,1.5,100
2023-05-15,1.5,1.5,1.5,1.5,0
2023-05-16,1.5,1.5,1.5,1.5,0
2023-05-17,1.5,1.5,1.5,1.5,0
2023-05-18,1.5,1.5,1.5,1.5,0
2023-05-19,1.3,1.3,1.3,1.3,25153
2023-05-22,1.3,1.3,1.3,1.3,0
2023-05-23,1.3,1.3,1.3,1.3,0
2023-05-24,1.3,1.3,1.3,1.3,0
2023-05-25,1.3,1.3,1.3,1.3,0
2023-05-26,1.4,1.4,1.2,1.2,2500
2023-05-29,1.2,1.2,1.2,1.2,0
2023-05-30,1.2,1.2,1.2,1.2,0
2023-05-31,1.2,1.2,1.2,1.2,0
2023-06-01,1.2,1.2,1.2,1.2,0
2023-06-02,1.3,1.3,1.1,1.2,112084
2023-06-05,1.2,1.2,1.2,1.2,0
2023-06-06,1.2,1.2,1.2,1.2,0
2023-06-07,1.2,1.2,1.2,1.2,0
2023-06-08,1.2,1.2,1.2,1.2,0
2023-06-09,1.3,1.3,1.1,1.3,62200
2023-06-12,1.3,1.3,1.3,1.3,0
2023-06-13,1.3,1.3,1.3,1.3,0
2023-06-14,1.3,1.3,1.3,1.3,0
2023-06-15,1.3,1.3,1.3,1.3,0
2023-06-16,1.3,1.3,1.2,1.3,10800
2023-06-19,1.3,1.3,1.3,1.3,0
2023-06-20,1.3,1.3,1.3,1.3,0
2023-06-21,1.3,1.3,1.3,1.3,0
2023-06-22,1.3,1.3,1.3,1.3,0
2023-06-23,1.2,1.4,1.2,1.4,22972
2023-06-26,1.3,1.3,1.3,1.3,0
2023-06-27,1.3,1.3,1.3,1.3,0
2023-06-28,1.3,1.3,1.3,1.3,0
2023-06-29,1.3,1.3,1.3,1.3,0
2023-06-30,1.3,1.4,1.3,1.3,6000
2023-07-03,1.3,1.3,1.3,1.3,0
2023-07-04,1.3,1.3,1.3,1.3,0
2023-07-05,1.3,1.3,1.3,1.3,0
2023-07-06,1.3,1.3,1.3,1.3,0
2023-07-07,1.2,1.4,1.2,1.4,54109
2023-07-10,1.3,1.3,1.3,1.3,0
2023-07-11,1.3,1.3,1.3,1.3,0
2023-07-12,1.3,1.3,1.3,1.3,0
2023-07-13,1.3,1.3,1.3,1.3,0
2023-07-14,1.4,1.4,1.3,1.3,2450
2023-07-17,1.3,1.3,1.3,1.3,0
2023-07-18,1.3,1.3,1.3,1.3,0
2023-07-19,1.3,1.3,1.3,1.3,0
2023-07-20,1.3,1.3,1.3,1.3,0
2023-07-21,1.4,1.4,1.4,1.4,30000
2023-07-24,1.4,1.4,1.4,1.4,0
2023-07-25,1.4,1.4,1.4,1.4,0
2023-07-26,1.4,1.4,1.4,1.4,0
2023-07-27,1.4,1.4,1.4,1.4,0
2023-07-28,1.3,1.4,1.3,1.4,12050
2023-07-31,1.3,1.3,1.3,1.3,0
2023-08-01,1.3,1.3,1.3,1.3,0
2023-08-02,1.3,1.3,1.3,1.3,0
2023-08-03,1.3,1.3,1.3,1.3,0
2023-08-04,1.2,1.4,1.2,1.4,86350
2023-08-07,1.3,1.3,1.3,1.3,0
2023-08-08,1.3,1.3,1.3,1.3,0
2023-08-09,1.3,1.3,1.3,1.3,0
2023-08-10,1.3,1.3,1.3,1.3,0
2023-08-11,1.4,1.4,1.3,1.4,25302
2023-08-14,1.4,1.4,1.4,1.4,0
2023-08-15,1.4,1.4,1.4,1.4,0
2023-08-16,1.4,1.4,1.4,1.4,0
2023-08-17,1.4,1.4,1.4,1.4,0
2023-08-18,1.4,1.6,1.4,1.4,17801
2023-08-21,1.5,1.5,1.5,1.5,0
2023-08-22,1.5,1.5,1.5,1.5,0
2023-08-23,1.5,1.5,1.5,1.5,0
2023-08-24,1.5,1.5,1.5,1.5,0
2023-08-25,1.5,1.7,1.3,1.5,12200
2023-08-28,1.5,1.5,1.5,1.5,0
2023-08-29,1.5,1.5,1.5,1.5,0
2023-08-30,1.5,1.5,1.5,1.5,0
2023-08-31,1.5,1.5,1.5,1.5,0
2023-09-05,1.5,1.5,1.5,1.5,0
2023-09-06,1.5,1.5,1.5,1.5,0
2023-09-07,1.5,1.5,1.5,1.5,0
2023-09-08,1.5,1.6,1.3,1.5,20850
2023-09-11,1.4,1.4,1.4,1.4,0
2023-09-12,1.4,1.4,1.4,1.4,0
2023-09-13,1.4,1.4,1.4,1.4,0
2023-09-14,1.4,1.4,1.4,1.4,0
2023-09-15,1.4,1.4,1.3,1.3,13000
2023-09-18,1.4,1.4,1.4,1.4,0
2023-09-19,1.4,1.4,1.4,1.4,0
2023-09-20,1.4,1.4,1.4,1.4,0
2023-09-21,1.4,1.4,1.4,1.4,0
2023-09-22,1.6,1.6,1.4,1.4,11000
2023-09-25,1.6,1.6,1.6,1.6,0
2023-09-26,1.6,1.6,1.6,1.6,0
2023-09-27,1.6,1.6,1.6,1.6,0
2023-09-28,1.6,1.6,1.6,1.6,0
2023-09-29,1.4,1.4,1.4,1.4,1305
2023-10-02,1.4,1.4,1.4,1.4,0
2023-10-03,1.4,1.4,1.4,1.4,0
2023-10-04,1.4,1.4,1.4,1.4,0
2023-10-05,1.4,1.4,1.4,1.4,0
2023-10-06,1.2,1.2,1.2,1.2,3100
2023-10-09,1.2,1.2,1.2,1.2,0
2023-10-10,1.2,1.2,1.2,1.2,0
2023-10-11,1.2,1.2,1.2,1.2,0
2023-10-12,1.2,1.2,1.2,1.2,0
2023-10-13,1.1,1.1,1.1,1.1,7631
2023-10-16,1.1,1.1,1.1,1.1,0
2023-10-17,1.1,1.1,1.1,1.1,0
2023-10-18,1.1,1.1,1.1,1.1,0
2023-10-19,1.1,1.1,1.1,1.1,0
2023-10-20,1.0,1.2,1.0,1.2,86311
2023-10-23,1.1,1.1,1.1,1.1,0
2023-10-24,1.1,1.1,1.1,1.1,0
2023-10-25,1.1,1.1,1.1,1.1,0
2023-10-26,1.1,1.1,1.1,1.1,0
2023-10-27,1.2,1.2,1.2,1.2,111
2023-10-30,1.2,1.2,1.2,1.2,0
2023-10-31,1.2,1.2,1.2,1.2,0
2023-11-01,1.2,1.2,1.2,1.2,0
2023-11-02,1.2,1.2,1.2,1.2,0
2023-11-03,1.2,1.2,1.2,1.2,0
2023-11-06,1.2,1.2,1.2,1.2,0
2023-11-07,1.2,1.2,1.2,1.2,0
2023-11-08,1.2,1.2,1.2,1.2,0
2023-11-09,1.2,1.2,1.2,1.2,0
2023-11-10,1.1,1.2,1.1,1.2,1810
2023-11-13,1.1,1.1,1.1,1.1,0
2023-11-14,1.1,1.1,1.1,1.1,0
2023-11-15,1.1,1.1,1.1,1.1,0
2023-11-16,1.1,1.1,1.1,1.1,0
2023-11-17,1.0,1.1,1.0,1.1,8000
2023-11-20,1.0,1.0,1.0,1.0,0
2023-11-21,1.0,1.0,1.0,1.0,0
2023-11-22,1.0,1.0,1.0,1.0,0
2023-11-23,1.0,1.0,1.0,1.0,0
2023-11-24,1.1,1.1,1.1,1.1,39400
2023-11-27,1.1,1.1,1.1,1.1,0
2023-11-28,1.1,1.1,1.1,1.1,0
2023-11-29,1.1,1.1,1.1,1.1,0
2023-11-30,1.1,1.1,1.1,1.1,0
2023-12-01,1.0,1.0,1.0,1.0,3104
2023-12-04,1.0,1.0,1.0,1.0,0
2023-12-05,1.0,1.0,1.0,1.0,0
2023-12-06,1.0,1.0,1.0,1.0,0
2023-12-07,1.0,1.0,1.0,1.0,0
2023-12-08,1.0,1.0,0.9,1.0,27210
2023-12-11,1.0,1.0,1.0,1.0,0
2023-12-12,1.0,1.0,1.0,1.0,0
2023-12-13,1.0,1.0,1.0,1.0,0
2023-12-14,1.0,1.0,1.0,1.0,0
2023-12-15,1.0,1.0,1.0,1.0,0
2023-12-18,1.0,1.0,1.0,1.0,0
2023-12-19,1.0,1.0,1.0,1.0,0
2023-12-20,1.0,1.0,1.0,1.0,0
2023-12-21,1.0,1.0,1.0,1.0,0
2023-12-22,1.0,1.0,1.0,1.0,0
2023-12-25,1.0,1.0,1.0,1.0,0
2023-12-26,1.0,1.0,1.0,1.0,0
2023-12-27,1.0,1.0,1.0,1.0,0
2023-12-28,1.0,1.0,1.0,1.0,0
2023-12-29,1.0,1.0,1.0,1.0,0
2024-01-02,1.0,1.0,1.0,1.0,0
2024-01-03,1.0,1.0,1.0,1.0,0
2024-01-04,1.0,1.0,1.0,1.0,0
2024-01-05,1.0,1.0,1.0,1.0,0
2024-01-08,1.0,1.0,1.0,1.0,0
2024-01-09,1.0,1.0,1.0,1.0,0
2024-01-10,1.0,1.0,1.0,1.0,0
2024-01-11,1.0,1.0,1.0,1.0,0
2024-01-12,1.0,1.0,1.0,1.0,0
2024-01-15,1.0,1.0,1.0,1.0,0
2024-01-16,1.0,1.0,1.0,1.0,0
2024-01-17,1.0,1.0,1.0,1.0,0
2024-01-18,1.0,1.0,1.0,1.0,0
2024-01-19,1.0,1.0,1.0,1.0,0
2024-01-22,1.0,1.0,1.0,1.0,0
2024-01-23,1.0,1.0,1.0,1.0,0
2024-01-24,1.0,1.0,1.0,1.0,0
2024-01-25,1.0,1.0,1.0,1.0,0
2024-01-26,1.0,1.0,1.0,1.0,0
2024-01-29,1.0,1.0,1.0,1.0,0
2024-01-30,1.0,1.0,1.0,1.0,0
2024-01-31,1.0,1.0,1.0,1.0,0
2024-02-01,1.0,1.0,1.0,1.0,0
2024-02-02,1.0,1.0,1.0,1.0,0
2024-02-05,1.0,1.0,1.0,1.0,0
2024-02-06,1.0,1.0,1.0,1.0,0
2024-02-07,1.0,1.0,1.0,1.0,0
2024-02-15,1.0,1.0,1.0,1.0,0
2024-02-16,1.0,1.0,1.0,1.0,0
2024-02-19,1.0,1.0,1.0,1.0,0
2024-02-20,1.0,1.0,1.0,1.0,0
2024-02-21,1.0,1.0,1.0,1.0,0
2024-02-22,1.0,1.0,1.0,1.0,0
2024-02-23,1.0,1.0,1.0,1.0,0
2024-02-26,1.0,1.0,1.0,1.0,0
2024-02-27,1.0,1.0,1.0,1.0,0
2024-02-28,1.0,1.0,1.0,1.0,0
2024-02-29,1.0,1.0,1.0,1.0,0
2024-03-01,1.0,1.0,1.0,1.0,0
2024-03-04,1.0,1.0,1.0,1.0,0
2024-03-05,1.0,1.0,1.0,1.0,0
2024-03-06,1.0,1.0,1.0,1.0,0
2024-03-07,1.0,1.0,1.0,1.0,0
2024-03-08,1.0,1.0,1.0,1.0,0
2024-03-11,1.0,1.0,1.0,1.0,0
2024-03-12,1.0,1.0,1.0,1.0,0
2024-03-13,1.0,1.0,1.0,1.0,0
2024-03-14,1.0,1.0,1.0,1.0,0
2024-03-15,1.0,1.0,1.0,1.0,0
2024-03-18,1.0,1.0,1.0,1.0,0
2024-03-19,1.0,1.0,1.0,1.0,0
2024-03-20,1.0,1.0,1.0,1.0,0
2024-03-21,1.0,1.0,1.0,1.0,0
2024-03-22,1.0,1.0,1.0,1.0,0
2024-03-25,1.0,1.0,1.0,1.0,0
2024-03-26,1.0,1.0,1.0,1.0,0
2024-03-27,1.0,1.0,1.0,1.0,0
2024-03-28,1.0,1.0,1.0,1.0,0
2024-03-29,1.0,1.0,1.0,1.0,0
2024-04-01,1.0,1.0,1.0,1.0,0
2024-04-02,1.0,1.0,1.0,1.0,0
2024-04-03,1.0,1.0,1.0,1.0,0
2024-04-04,1.0,1.0,1.0,1.0,0
2024-04-05,1.0,1.0,1.0,1.0,0
2024-04-08,1.0,1.0,1.0,1.0,0
2024-04-09,1.0,1.0,1.0,1.0,0
